Evan Olds, Cpt S 223 Professor
3,129;4,145;5,59;16,101;33,10;55,70;61,94;68,62;74,29;75,23;77,36;77,67;81,89;90,45;115,55;116,21;123,155;128,85;129,13;135,95;136,76;141,12;144,38;146,137;148,56;155,131;160,140;164,144;165,74;170,72;184,92;189,104;194,99;197,5;203,33;207,134;207,135;208,154;224,48;227,81;240,18;251,73;252,37;258,31;261,116;266,46;271,146;282,138;283,126;292,3;294,77;300,109;306,82;320,90;326,91;328,2;336,47;341,15;345,147;352,4;356,69;362,20;395,127;401,102;402,28;420,93;426,121;427,8;427,124;431,71;432,40;435,107;440,122;446,108;452,11;470,83;473,110;483,61;484,118;488,24;502,22;516,41;520,133;526,106;532,17;537,125;544,64;550,68;552,7;553,27;555,65;563,130;567,87;569,80;588,84;592,86;595,75;598,115;607,14;616,60;623,58;623,112;626,153;635,54;650,44;655,35;658,49;663,120;675,88;679,57;681,100;690,16;691,52;693,25;696,34;703,141;706,123;707,30;713,98;714,117;715,143;719,113;728,66;736,132;737,79;746,158;748,1;750,53;760,152;763,26;766,19;773,39;808,42;814,50;818,103;820,111;843,139;847,114;852,63;869,128;880,148;888,105;889,9;893,151;900,78;904,150;911,142;917,6;925,149;929,51;935,136;944,43;948,96;948,157;955,119;960,32;961,0;979,97;997,156;
3,129;33,10;5,59;4,145;55,70;16,101;68,62;61,94;74,29;77,67;75,23;77,36;81,89;90,45;116,21;115,55;128,85;129,13;123,155;135,95;141,12;136,76;144,38;146,137;155,131;148,56;160,140;164,144;189,104;165,74;170,72;194,99;184,92;207,134;197,5;203,33;207,135;240,18;208,154;227,81;251,73;224,48;261,116;252,37;258,31;282,138;266,46;271,146;283,126;300,109;294,77;292,3;306,82;320,90;326,91;328,2;336,47;341,15;345,147;352,4;356,69;362,20;395,127;401,102;402,28;427,8;426,121;420,93;431,71;427,124;435,107;432,40;470,83;446,108;440,122;473,110;452,11;488,24;484,118;483,61;502,22;516,41;526,106;520,133;532,17;537,125;550,68;544,64;555,65;552,7;563,130;567,87;553,27;569,80;588,84;592,86;607,14;598,115;595,75;623,58;616,60;626,153;635,54;623,112;655,35;650,44;675,88;658,49;681,100;679,57;663,120;690,16;691,52;693,25;706,123;703,141;696,34;713,98;707,30;715,143;714,117;728,66;736,132;719,113;746,158;737,79;750,53;748,1;766,19;763,26;760,152;808,42;773,39;843,139;814,50;818,103;852,63;820,111;847,114;869,128;888,105;880,148;904,150;893,151;889,9;911,142;900,78;935,136;917,6;929,51;948,96;925,149;944,43;960,32;955,119;948,157;997,156;961,0;979,97;
33,10;3,129;55,70;4,145;61,94;5,59;68,62;16,101;77,36;74,29;136,76;75,23;141,12;77,67;144,38;81,89;148,56;90,45;160,140;115,55;164,144;116,21;165,74;123,155;170,72;128,85;184,92;129,13;189,104;135,95;207,134;146,137;208,154;155,131;224,48;194,99;240,18;197,5;261,116;203,33;266,46;207,135;271,146;227,81;282,138;251,73;283,126;252,37;306,82;258,31;320,90;292,3;328,2;294,77;352,4;300,109;362,20;326,91;401,102;336,47;402,28;341,15;427,8;345,147;427,124;356,69;432,40;395,127;440,122;420,93;446,108;426,121;473,110;431,71;484,118;435,107;488,24;452,11;502,22;470,83;526,106;483,61;544,64;516,41;550,68;520,133;563,130;532,17;569,80;537,125;588,84;552,7;592,86;553,27;607,14;555,65;616,60;567,87;623,58;595,75;623,112;598,115;635,54;626,153;650,44;655,35;663,120;658,49;675,88;679,57;681,100;693,25;690,16;703,141;691,52;706,123;696,34;714,117;707,30;715,143;713,98;719,113;728,66;737,79;736,132;748,1;746,158;750,53;760,152;766,19;763,26;773,39;808,42;818,103;814,50;820,111;847,114;843,139;869,128;852,63;880,148;888,105;900,78;889,9;904,150;893,151;911,142;925,149;917,6;929,51;935,136;944,43;948,96;948,157;960,32;955,119;961,0;979,97;997,156;
3,129;4,145;5,59;16,101;33,10;55,70;61,94;68,62;74,29;75,23;77,36;77,67;81,89;90,45;115,55;116,21;123,155;128,85;129,13;135,95;136,76;141,12;144,38;146,137;148,56;155,131;160,140;164,144;165,74;170,72;184,92;189,104;194,99;197,5;203,33;207,135;207,134;208,154;224,48;227,81;240,18;251,73;252,37;258,31;261,116;266,46;271,146;282,138;283,126;292,3;294,77;300,109;306,82;320,90;326,91;328,2;336,47;341,15;345,147;352,4;356,69;362,20;395,127;401,102;402,28;420,93;426,121;427,124;427,8;431,71;432,40;435,107;440,122;446,108;452,11;470,83;473,110;483,61;484,118;488,24;502,22;516,41;520,133;526,106;532,17;537,125;544,64;550,68;552,7;553,27;555,65;563,130;567,87;569,80;588,84;592,86;595,75;598,115;607,14;616,60;623,58;623,112;626,153;635,54;650,44;655,35;658,49;663,120;675,88;679,57;681,100;690,16;691,52;693,25;696,34;703,141;706,123;707,30;713,98;714,117;715,143;719,113;728,66;736,132;737,79;746,158;748,1;750,53;760,152;763,26;766,19;773,39;808,42;814,50;818,103;820,111;843,139;847,114;852,63;869,128;880,148;888,105;889,9;893,151;900,78;904,150;911,142;917,6;925,149;929,51;935,136;944,43;948,96;948,157;955,119;960,32;961,0;979,97;997,156;
3,129;4,145;5,59;16,101;33,10;55,70;61,94;68,62;74,29;75,23;77,36;77,67;81,89;90,45;115,55;116,21;123,155;128,85;129,13;135,95;136,76;141,12;144,38;146,137;148,56;155,131;160,140;164,144;165,74;170,72;184,92;189,104;194,99;197,5;203,33;207,134;207,135;208,154;224,48;227,81;240,18;251,73;252,37;258,31;261,116;266,46;271,146;282,138;283,126;292,3;294,77;300,109;306,82;320,90;326,91;328,2;336,47;341,15;345,147;352,4;356,69;362,20;395,127;401,102;402,28;420,93;426,121;427,8;427,124;431,71;432,40;435,107;440,122;446,108;452,11;470,83;473,110;483,61;484,118;488,24;502,22;516,41;520,133;526,106;532,17;537,125;544,64;550,68;552,7;553,27;555,65;563,130;567,87;569,80;588,84;592,86;595,75;598,115;607,14;616,60;623,58;623,112;626,153;635,54;650,44;655,35;658,49;663,120;675,88;679,57;681,100;690,16;691,52;693,25;696,34;703,141;706,123;707,30;713,98;714,117;715,143;719,113;728,66;736,132;737,79;746,158;748,1;750,53;760,152;763,26;766,19;773,39;808,42;814,50;818,103;820,111;843,139;847,114;852,63;869,128;880,148;888,105;889,9;893,151;900,78;904,150;911,142;917,6;925,149;929,51;935,136;944,43;948,96;948,157;955,119;960,32;961,0;979,97;997,156;
3,129;4,145;5,59;16,101;33,10;55,70;61,94;68,62;74,29;75,23;77,36;77,67;81,89;90,45;115,55;116,21;123,155;128,85;129,13;135,95;136,76;141,12;144,38;146,137;148,56;155,131;160,140;164,144;165,74;170,72;184,92;189,104;194,99;197,5;203,33;207,134;207,135;208,154;224,48;227,81;240,18;251,73;252,37;258,31;261,116;266,46;271,146;282,138;283,126;292,3;294,77;300,109;306,82;320,90;326,91;328,2;336,47;341,15;345,147;352,4;356,69;362,20;395,127;401,102;402,28;420,93;426,121;427,8;427,124;431,71;432,40;435,107;440,122;446,108;452,11;470,83;473,110;483,61;484,118;488,24;502,22;516,41;520,133;526,106;532,17;537,125;544,64;550,68;552,7;553,27;555,65;563,130;567,87;569,80;588,84;592,86;595,75;598,115;607,14;616,60;623,58;623,112;626,153;635,54;650,44;655,35;658,49;663,120;675,88;679,57;681,100;690,16;691,52;693,25;696,34;703,141;706,123;707,30;713,98;714,117;715,143;719,113;728,66;736,132;737,79;746,158;748,1;750,53;760,152;763,26;766,19;773,39;808,42;814,50;818,103;820,111;843,139;847,114;852,63;869,128;880,148;888,105;889,9;893,151;900,78;904,150;911,142;917,6;925,149;929,51;935,136;944,43;948,96;948,157;955,119;960,32;961,0;979,97;997,156;
746,158;748,1;328,2;292,3;352,4;197,5;917,6;552,7;427,8;889,9;33,10;452,11;141,12;129,13;607,14;341,15;690,16;532,17;240,18;766,19;362,20;116,21;502,22;75,23;488,24;693,25;763,26;553,27;402,28;74,29;707,30;258,31;960,32;203,33;696,34;655,35;77,36;252,37;144,38;773,39;432,40;516,41;808,42;944,43;650,44;90,45;266,46;336,47;224,48;658,49;814,50;929,51;691,52;750,53;635,54;115,55;148,56;679,57;623,58;5,59;616,60;483,61;68,62;852,63;544,64;555,65;728,66;77,67;550,68;356,69;55,70;431,71;170,72;251,73;165,74;595,75;136,76;294,77;900,78;737,79;569,80;227,81;306,82;470,83;588,84;128,85;592,86;567,87;675,88;81,89;320,90;326,91;184,92;420,93;61,94;135,95;948,96;948,157;713,98;194,99;681,100;16,101;401,102;818,103;189,104;888,105;526,106;435,107;446,108;300,109;473,110;820,111;623,112;719,113;847,114;598,115;261,116;714,117;484,118;955,119;663,120;426,121;440,122;706,123;427,124;537,125;283,126;395,127;869,128;3,129;563,130;155,131;736,132;520,133;207,134;207,135;935,136;146,137;282,138;843,139;160,140;703,141;911,142;715,143;164,144;4,145;271,146;345,147;880,148;925,149;904,150;893,151;760,152;626,153;208,154;123,155;961,0;979,97;997,156;
123,155;748,1;328,2;292,3;352,4;197,5;208,154;552,7;427,8;626,153;33,10;452,11;141,12;129,13;607,14;341,15;690,16;532,17;240,18;345,147;362,20;116,21;502,22;75,23;488,24;693,25;271,146;553,27;402,28;74,29;707,30;258,31;4,145;203,33;696,34;655,35;77,36;252,37;144,38;164,144;432,40;516,41;715,143;703,141;650,44;90,45;266,46;336,47;224,48;658,49;160,140;282,138;691,52;746,158;635,54;115,55;148,56;679,57;623,58;5,59;616,60;483,61;68,62;146,137;544,64;555,65;728,66;77,67;550,68;356,69;55,70;431,71;170,72;251,73;165,74;595,75;136,76;294,77;207,135;737,79;569,80;227,81;306,82;470,83;588,84;128,85;592,86;567,87;675,88;81,89;320,90;326,91;184,92;420,93;61,94;135,95;207,134;520,133;713,98;194,99;681,100;16,101;401,102;736,132;189,104;155,131;526,106;435,107;446,108;300,109;473,110;563,130;623,112;719,113;3,129;598,115;261,116;714,117;484,118;395,127;663,120;426,121;440,122;706,123;427,124;537,125;283,126;750,53;869,128;847,114;820,111;888,105;818,103;979,97;948,96;900,78;935,136;852,63;929,51;843,139;814,50;944,43;911,142;808,42;773,39;960,32;763,26;766,19;880,148;925,149;904,150;893,151;760,152;889,9;917,6;961,0;997,156;948,157;955,119;
123,155;208,154;328,2;292,3;352,4;197,5;626,153;552,7;427,8;345,147;33,10;452,11;141,12;129,13;607,14;341,15;690,16;532,17;240,18;271,146;362,20;116,21;502,22;75,23;488,24;693,25;4,145;553,27;402,28;74,29;707,30;258,31;164,144;203,33;696,34;655,35;77,36;252,37;144,38;715,143;432,40;516,41;703,141;160,140;650,44;90,45;266,46;336,47;224,48;658,49;282,138;146,137;691,52;207,135;635,54;115,55;148,56;679,57;623,58;5,59;616,60;483,61;68,62;207,134;544,64;555,65;728,66;77,67;550,68;356,69;55,70;431,71;170,72;251,73;165,74;595,75;136,76;294,77;520,133;736,132;569,80;227,81;306,82;470,83;588,84;128,85;592,86;567,87;675,88;81,89;320,90;326,91;184,92;420,93;61,94;135,95;155,131;563,130;713,98;194,99;681,100;16,101;401,102;3,129;189,104;395,127;526,106;435,107;446,108;300,109;473,110;283,126;623,112;719,113;537,125;598,115;261,116;714,117;484,118;427,124;663,120;426,121;440,122;706,123;737,79;847,114;820,111;888,105;869,128;818,103;979,97;948,96;746,158;900,78;852,63;750,53;935,136;929,51;814,50;843,139;944,43;808,42;911,142;773,39;960,32;763,26;766,19;889,9;880,148;925,149;904,150;893,151;760,152;917,6;748,1;961,0;997,156;948,157;955,119;
123,155;208,154;328,2;292,3;352,4;197,5;626,153;552,7;427,8;345,147;33,10;452,11;141,12;129,13;607,14;341,15;690,16;532,17;240,18;271,146;362,20;116,21;502,22;75,23;488,24;693,25;4,145;553,27;402,28;74,29;707,30;258,31;164,144;203,33;696,34;655,35;77,36;252,37;144,38;715,143;432,40;516,41;703,141;160,140;650,44;90,45;266,46;336,47;224,48;658,49;282,138;146,137;691,52;207,135;635,54;115,55;148,56;679,57;623,58;5,59;616,60;483,61;68,62;207,134;544,64;555,65;728,66;77,67;550,68;356,69;55,70;431,71;170,72;251,73;165,74;595,75;136,76;294,77;520,133;737,79;569,80;227,81;306,82;470,83;588,84;128,85;592,86;567,87;675,88;81,89;320,90;326,91;184,92;420,93;61,94;135,95;736,132;155,131;713,98;194,99;681,100;16,101;401,102;563,130;189,104;3,129;526,106;435,107;446,108;300,109;473,110;395,127;623,112;719,113;283,126;598,115;261,116;714,117;484,118;537,125;663,120;426,121;440,122;706,123;427,124;746,158;847,114;820,111;869,128;888,105;818,103;979,97;948,96;900,78;852,63;750,53;935,136;929,51;814,50;843,139;944,43;808,42;911,142;773,39;960,32;763,26;766,19;889,9;880,148;925,149;904,150;893,151;760,152;917,6;748,1;961,0;997,156;948,157;955,119;
